Timestamp,Source IP,Destination IP,Protocol,Source Port,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Label
2025-05-07 21:37:01,90.2.94.126,123.90.37.135,TCP,48215,10217,2512,43,2,99,307,PortScan
2025-05-07 21:37:02,111.22.40.71,215.4.26.82,TCP,29531,6002,3107,6,67,973,1189,BENIGN
2025-05-07 21:37:03,5.22.127.95,179.120.213.71,UDP,26952,18191,738,70,70,1472,590,BENIGN
2025-05-07 21:37:04,121.164.47.74,169.50.177.5,TCP,2806,58442,9902,77,16,96,1204,DDoS
2025-05-07 21:37:05,86.157.250.233,104.100.115.172,UDP,12917,3275,4284,12,47,1184,437,BENIGN
2025-05-07 21:37:06,61.31.79.190,137.51.16.150,UDP,48186,64643,5335,29,22,1167,392,BENIGN
2025-05-07 21:37:07,17.171.169.214,198.207.16.135,ICMP,47506,19661,8711,44,33,310,347,BENIGN
2025-05-07 21:37:08,35.89.109.198,105.54.235.24,TCP,8246,52954,6190,52,22,454,683,BENIGN
2025-05-07 21:37:09,185.43.75.110,188.150.238.182,ICMP,64439,6393,2174,36,12,1461,1101,BENIGN
2025-05-07 21:37:10,139.155.64.187,85.6.11.50,TCP,2180,48569,5991,50,29,58,1435,BENIGN
2025-05-07 21:37:11,17.195.107.246,236.64.215.44,TCP,34479,30522,2884,93,15,281,1308,BENIGN
2025-05-07 21:37:12,209.71.235.128,153.11.125.86,ICMP,52861,23954,3179,61,66,1401,95,BENIGN
2025-05-07 21:37:13,144.224.110.211,206.146.247.116,TCP,36980,1429,4947,94,18,792,645,DoS
2025-05-07 21:37:14,134.142.170.227,150.203.130.244,ICMP,26848,27027,3640,29,32,404,1012,BENIGN
2025-05-07 21:37:15,11.255.22.84,191.90.127.194,ICMP,62668,7355,662,91,68,934,607,BENIGN
2025-05-07 21:37:16,62.23.201.65,73.21.23.236,TCP,47312,8718,2688,39,87,682,1496,BENIGN
2025-05-07 21:37:17,5.112.73.246,39.29.72.163,ICMP,46365,11159,2220,79,27,1031,1334,BENIGN
2025-05-07 21:37:18,212.17.242.47,122.51.243.128,ICMP,36294,41348,6142,89,90,601,1241,BENIGN
2025-05-07 21:37:19,36.194.74.59,56.82.11.178,TCP,55433,23598,4243,51,96,1162,1290,BENIGN
2025-05-07 21:37:20,39.202.171.29,120.87.160.43,ICMP,34639,44125,523,98,59,135,1482,BENIGN
2025-05-07 21:37:21,217.239.246.44,179.198.194.179,ICMP,56223,6227,2642,18,12,1052,521,BENIGN
2025-05-07 21:37:22,99.113.214.8,172.27.182.216,UDP,48527,47847,9297,74,56,1317,723,BENIGN
2025-05-07 21:37:23,135.180.202.222,64.176.183.227,ICMP,4114,33987,4982,45,75,285,734,DDoS
2025-05-07 21:37:24,94.159.154.6,200.136.31.248,ICMP,61870,30942,2387,83,26,162,790,BENIGN
2025-05-07 21:37:25,100.21.56.93,221.251.193.20,ICMP,25743,56010,854,11,75,464,1057,BENIGN
2025-05-07 21:37:26,49.159.96.161,99.121.245.206,TCP,28080,30746,9656,29,6,946,1206,BENIGN
2025-05-07 21:37:27,183.203.74.245,243.194.149.90,UDP,39747,58076,4832,91,41,95,545,BENIGN
2025-05-07 21:37:28,75.113.194.234,190.125.133.75,UDP,32982,9940,6117,86,77,772,52,BENIGN
2025-05-07 21:37:29,4.161.34.205,80.221.220.90,UDP,10806,48187,4493,81,61,880,1183,DDoS
2025-05-07 21:37:30,169.214.96.238,180.33.80.57,UDP,20277,23109,6581,35,33,947,272,DoS
2025-05-07 21:37:31,199.95.249.252,146.110.161.220,ICMP,47019,17461,5564,95,15,722,582,BENIGN
2025-05-07 21:37:32,222.3.215.6,121.152.76.217,ICMP,61522,45206,530,91,98,597,1484,BENIGN
2025-05-07 21:37:33,182.144.128.157,183.171.98.189,TCP,59278,33636,5986,13,14,242,195,BENIGN
2025-05-07 21:37:34,228.98.65.217,131.176.230.254,UDP,49934,35642,1439,55,90,146,421,BENIGN
2025-05-07 21:37:35,139.140.150.234,164.134.2.180,TCP,9130,30027,8473,57,67,49,929,BENIGN
2025-05-07 21:37:36,124.9.162.58,181.109.166.249,UDP,5510,52079,5240,3,38,249,904,BENIGN
2025-05-07 21:37:37,23.209.129.101,174.27.157.45,UDP,9244,50169,880,4,31,1482,1100,BENIGN
2025-05-07 21:37:38,92.169.143.254,156.114.6.218,ICMP,20115,5144,21,19,98,116,614,BENIGN
2025-05-07 21:37:39,29.205.29.120,234.5.169.14,UDP,63634,44748,8038,39,64,1166,1495,DDoS
2025-05-07 21:37:40,237.113.189.131,74.88.182.163,UDP,37804,30868,6226,51,2,965,1458,DDoS
2025-05-07 21:37:41,213.115.154.66,67.234.47.126,UDP,11062,37075,6054,74,72,712,887,DoS
2025-05-07 21:37:42,177.165.60.83,61.136.227.164,TCP,14016,2107,1270,9,43,608,342,BENIGN
2025-05-07 21:37:43,231.189.242.153,29.103.88.225,ICMP,61367,38154,5609,86,58,465,993,BENIGN
2025-05-07 21:37:44,179.191.124.100,55.181.40.81,UDP,35727,53364,9481,6,27,1172,343,BruteForce
2025-05-07 21:37:45,7.165.34.225,161.176.178.207,TCP,51145,18071,2621,26,95,1277,936,BENIGN
2025-05-07 21:37:46,248.16.12.21,77.13.199.62,UDP,43362,51829,938,70,39,664,489,BENIGN
2025-05-07 21:37:47,191.42.184.12,139.9.233.123,UDP,45188,9735,4998,16,82,164,926,PortScan
2025-05-07 21:37:48,128.20.45.135,99.36.27.21,UDP,61611,51569,1337,63,87,1216,550,BENIGN
2025-05-07 21:37:49,30.24.225.72,210.98.224.51,ICMP,3388,55433,222,89,51,1067,42,BENIGN
2025-05-07 21:37:50,24.230.104.161,225.182.247.192,ICMP,19229,36999,4081,17,14,1034,1311,PortScan
2025-05-07 21:37:51,21.143.144.222,124.194.140.129,TCP,24200,59738,538,43,83,1226,1213,BENIGN
2025-05-07 21:37:52,13.112.229.111,52.228.22.218,UDP,51873,536,2014,9,74,1341,799,BENIGN
2025-05-07 21:37:53,55.33.161.107,79.153.110.247,ICMP,44700,29745,1643,76,95,339,1088,BENIGN
2025-05-07 21:37:54,28.80.108.68,173.34.194.83,TCP,27891,42874,9897,66,14,548,609,BENIGN
2025-05-07 21:37:55,24.179.234.15,208.49.205.242,TCP,59137,43103,7263,30,12,498,177,BENIGN
2025-05-07 21:37:56,31.76.167.191,181.18.21.172,ICMP,34115,39884,6676,64,69,457,1061,BENIGN
2025-05-07 21:37:57,159.219.122.135,12.251.140.110,TCP,23683,51997,2211,48,30,681,890,BENIGN
2025-05-07 21:37:58,206.15.196.207,140.53.40.232,ICMP,34642,19144,2528,71,99,1050,873,DDoS
2025-05-07 21:37:59,50.216.51.249,226.93.42.185,UDP,4726,32915,5637,14,19,705,1473,DoS
2025-05-07 21:38:00,211.113.108.76,149.156.133.132,ICMP,62386,11763,6033,26,67,1203,794,PortScan
2025-05-07 21:38:01,14.50.195.92,83.13.130.86,UDP,13598,58661,4918,18,61,626,635,BruteForce
2025-05-07 21:38:02,193.132.45.119,28.137.171.49,TCP,26312,60414,6050,80,68,1205,857,BENIGN
2025-05-07 21:38:03,129.15.255.247,180.14.163.83,UDP,57870,48226,7373,24,98,245,408,DoS
2025-05-07 21:38:04,249.21.47.238,239.252.181.61,UDP,26621,50784,6876,82,3,609,120,DDoS
2025-05-07 21:38:05,57.115.207.54,250.252.10.80,TCP,53310,21258,8812,90,14,1184,1107,BENIGN
2025-05-07 21:38:06,85.50.69.56,127.118.245.90,UDP,5315,59019,682,59,8,536,634,BENIGN
2025-05-07 21:38:07,248.157.71.229,19.40.175.89,TCP,19316,28783,2470,70,58,1493,779,BENIGN
2025-05-07 21:38:08,159.80.143.111,15.42.230.63,TCP,29927,51762,5723,46,31,303,592,BENIGN
2025-05-07 21:38:09,236.62.28.40,210.241.31.237,TCP,16247,45234,8626,51,63,606,69,BENIGN
2025-05-07 21:38:10,206.208.167.218,223.158.234.78,ICMP,52763,20387,5788,8,80,328,254,BENIGN
2025-05-07 21:38:11,90.58.71.46,179.54.39.31,ICMP,28603,16617,645,24,40,1304,1340,BENIGN
2025-05-07 21:38:12,163.165.156.100,150.159.191.221,UDP,34369,64423,3152,68,43,693,491,BENIGN
2025-05-07 21:38:13,234.27.209.184,84.80.105.228,UDP,39879,17620,3764,71,33,533,582,BENIGN
2025-05-07 21:38:14,212.172.204.223,235.75.204.176,UDP,6936,11286,7241,84,60,1056,1006,BENIGN
2025-05-07 21:38:15,177.28.82.104,225.233.193.182,UDP,22804,6106,2156,71,80,895,1100,BENIGN
2025-05-07 21:38:16,104.100.21.92,140.121.1.146,ICMP,41101,38784,7338,99,93,1444,636,BENIGN
2025-05-07 21:38:17,122.110.73.32,39.7.245.33,ICMP,21236,61606,2795,37,65,643,846,BENIGN
2025-05-07 21:38:18,200.152.167.255,18.33.77.147,TCP,61131,58762,4089,48,76,1107,1092,DDoS
2025-05-07 21:38:19,128.108.210.78,134.42.101.113,TCP,64123,22314,7982,67,54,553,687,BENIGN
2025-05-07 21:38:20,165.114.123.251,88.154.109.123,ICMP,3769,57931,6920,16,12,1034,738,BENIGN
2025-05-07 21:38:21,20.103.158.55,135.207.46.195,UDP,10321,23358,1472,73,91,946,1078,BENIGN
2025-05-07 21:38:22,112.69.39.145,253.144.239.150,UDP,41376,48519,5252,47,51,486,232,BENIGN
2025-05-07 21:38:23,155.8.73.191,196.133.215.199,UDP,5510,25549,7299,36,78,468,1424,BENIGN
2025-05-07 21:38:24,231.188.225.233,212.211.135.209,UDP,27446,30844,8320,2,20,1401,423,BENIGN
2025-05-07 21:38:25,101.129.180.141,112.30.155.71,UDP,26363,27481,9182,28,67,1170,158,BENIGN
2025-05-07 21:38:26,159.113.218.89,76.247.22.169,UDP,36130,23699,9785,20,61,151,53,BENIGN
2025-05-07 21:38:27,198.40.93.15,213.221.196.93,UDP,62598,2869,338,52,56,1040,756,DDoS
2025-05-07 21:38:28,140.78.58.25,73.230.192.152,UDP,26956,23341,2839,67,34,602,539,PortScan
2025-05-07 21:38:29,184.46.8.73,76.76.110.52,ICMP,42106,24871,4509,95,51,49,488,DoS
2025-05-07 21:38:30,222.119.4.31,150.223.76.143,ICMP,12224,48158,6552,30,85,1190,1230,BENIGN
2025-05-07 21:38:31,45.90.164.31,128.255.147.51,UDP,21457,50393,6230,16,27,827,1183,BENIGN
2025-05-07 21:38:32,159.122.128.222,89.255.20.18,UDP,19587,19336,9458,38,100,995,1409,BENIGN
2025-05-07 21:38:33,36.147.50.133,225.59.108.27,TCP,152,20605,3137,77,57,91,296,DDoS
2025-05-07 21:38:34,125.243.193.15,70.233.161.117,ICMP,21515,12819,5620,97,95,1500,996,BENIGN
2025-05-07 21:38:35,216.218.184.101,28.248.1.18,TCP,46024,48423,8342,32,2,1114,1491,BENIGN
2025-05-07 21:38:36,152.88.40.107,148.153.11.148,ICMP,51689,21187,322,3,5,828,795,BENIGN
2025-05-07 21:38:37,193.52.94.72,143.161.151.50,TCP,27183,6854,9493,2,42,380,1352,BENIGN
2025-05-07 21:38:38,110.71.16.38,215.211.140.254,UDP,36300,50415,9280,60,23,175,508,BENIGN
2025-05-07 21:38:39,166.182.66.79,84.151.233.228,ICMP,58665,1584,4025,71,57,1099,252,DoS
2025-05-07 21:38:40,19.9.29.122,177.110.103.61,ICMP,51475,4852,1560,1,6,282,78,BENIGN
2025-05-07 21:38:41,196.24.141.94,144.201.198.152,TCP,43729,42394,9614,65,95,567,676,BENIGN
2025-05-07 21:38:42,182.242.63.246,157.67.211.134,TCP,16374,50746,769,82,38,786,877,BENIGN
2025-05-07 21:38:43,46.154.24.246,49.201.121.169,ICMP,18828,18435,6182,23,33,533,918,BENIGN
2025-05-07 21:38:44,254.57.24.239,148.241.188.148,UDP,8719,14023,2280,51,27,565,1053,BENIGN
2025-05-07 21:38:45,46.14.247.100,153.3.116.239,ICMP,14806,10563,242,8,42,295,135,BENIGN
2025-05-07 21:38:46,80.245.131.6,205.10.87.28,ICMP,20481,9298,7375,92,22,1274,1034,BENIGN
2025-05-07 21:38:47,60.176.32.147,126.186.37.61,ICMP,7194,7280,2079,90,82,731,1490,BENIGN
2025-05-07 21:38:48,4.80.79.155,235.14.180.61,UDP,4147,50856,6309,32,4,1457,571,BENIGN
2025-05-07 21:38:49,82.53.144.215,24.251.113.55,ICMP,10971,16172,2395,54,41,1192,371,BENIGN
2025-05-07 21:38:50,59.115.246.180,147.233.47.174,ICMP,3688,62836,7911,70,54,1213,1275,BENIGN
2025-05-07 21:38:51,188.4.141.230,131.164.183.23,ICMP,7015,31554,5207,77,26,462,1294,DDoS
2025-05-07 21:38:52,4.190.152.202,149.11.81.139,ICMP,55719,20899,4067,71,96,329,165,BENIGN
2025-05-07 21:38:53,44.34.17.22,18.146.98.185,TCP,60068,39391,1140,29,78,766,645,BENIGN
2025-05-07 21:38:54,137.97.87.121,240.139.2.126,UDP,34987,14833,76,13,98,401,858,BENIGN
2025-05-07 21:38:55,45.148.140.175,241.141.204.167,UDP,33528,13079,4971,78,55,141,69,BENIGN
2025-05-07 21:38:56,77.175.163.240,186.75.65.198,ICMP,20683,12064,4231,84,97,735,99,DDoS
2025-05-07 21:38:57,19.72.110.101,250.84.98.135,ICMP,42487,64337,1779,56,14,1402,557,BENIGN
2025-05-07 21:38:58,43.5.26.239,11.137.112.18,UDP,20902,582,2027,53,32,483,992,BENIGN
2025-05-07 21:38:59,175.231.241.158,121.76.35.83,TCP,62801,18158,8608,44,28,739,622,DDoS
2025-05-07 21:39:00,46.201.228.153,160.12.65.237,ICMP,44185,41480,8296,67,47,1111,1398,BENIGN
2025-05-07 21:39:01,205.249.228.146,132.136.32.102,UDP,18210,25272,327,75,55,1269,149,BENIGN
2025-05-07 21:39:02,152.31.53.238,228.213.22.248,UDP,41788,34708,7053,59,56,422,1473,BENIGN
2025-05-07 21:39:03,158.66.121.107,209.30.121.133,UDP,55605,17942,2577,82,75,1196,615,DDoS
2025-05-07 21:39:04,225.185.197.252,230.139.214.163,UDP,12307,41940,7009,5,3,272,1420,BENIGN
2025-05-07 21:39:05,133.216.83.147,211.150.62.143,ICMP,17801,19611,7336,58,91,683,172,BENIGN
2025-05-07 21:39:06,107.203.47.172,245.155.167.134,UDP,3019,10311,3361,54,38,844,831,BENIGN
2025-05-07 21:39:07,243.12.229.117,195.163.45.130,ICMP,42983,36738,101,20,8,656,286,DDoS
2025-05-07 21:39:08,160.7.189.187,225.158.91.190,UDP,41728,43470,8518,50,76,695,691,BENIGN
2025-05-07 21:39:09,59.26.213.108,107.78.163.202,ICMP,4057,25371,1604,54,77,328,273,BENIGN
2025-05-07 21:39:10,1.152.5.239,42.177.164.145,TCP,13963,34109,7587,93,51,1348,1499,BENIGN
2025-05-07 21:39:11,249.55.233.65,35.22.173.184,TCP,42152,49810,532,67,61,1026,1121,BENIGN
2025-05-07 21:39:12,82.200.128.128,82.142.212.252,ICMP,36551,8060,2073,67,6,1014,1398,BENIGN
2025-05-07 21:39:13,162.92.163.69,208.216.214.167,ICMP,32244,42931,518,31,4,1283,557,BENIGN
2025-05-07 21:39:14,92.130.127.87,59.108.204.130,TCP,7470,25161,7910,4,36,978,610,DoS
2025-05-07 21:39:15,89.183.216.242,43.0.56.108,ICMP,11284,34824,5865,87,34,940,76,BENIGN
2025-05-07 21:39:16,126.131.11.91,2.14.217.122,UDP,795,64899,6040,51,15,743,1447,BENIGN
2025-05-07 21:39:17,88.184.248.243,79.155.33.55,TCP,51399,20904,1074,52,74,1481,1399,PortScan
2025-05-07 21:39:18,132.50.227.62,242.13.161.182,TCP,44418,45740,223,50,98,379,350,BENIGN
2025-05-07 21:39:19,222.106.119.172,190.72.24.87,ICMP,9275,20724,5935,51,6,128,1232,BENIGN
2025-05-07 21:39:20,250.122.46.149,195.112.112.253,ICMP,45344,9893,71,95,24,582,1101,BENIGN
2025-05-07 21:39:21,94.250.31.238,147.169.34.230,TCP,10112,14835,7514,47,40,1370,138,PortScan
2025-05-07 21:39:22,4.195.78.84,94.40.126.183,ICMP,29520,49638,4988,19,81,880,1180,BENIGN
2025-05-07 21:39:23,229.163.242.64,16.221.218.178,UDP,46484,14064,2098,48,56,1259,1327,BENIGN
2025-05-07 21:39:24,68.239.247.2,40.25.7.105,UDP,35925,32097,3667,51,2,77,528,BENIGN
2025-05-07 21:39:25,178.129.120.112,21.107.71.124,ICMP,20676,7602,3592,78,90,1088,1060,BENIGN
2025-05-07 21:39:26,14.59.35.91,70.110.173.165,UDP,24600,15763,6387,13,27,923,1163,BENIGN
2025-05-07 21:39:27,74.242.233.173,244.26.183.126,UDP,59367,34224,2207,1,85,1498,808,BENIGN
2025-05-07 21:39:28,15.230.93.3,96.147.236.36,TCP,15381,12080,7600,75,2,264,402,BENIGN
2025-05-07 21:39:29,211.218.125.110,143.221.27.233,UDP,14852,50447,2000,13,62,1421,230,BENIGN
2025-05-07 21:39:30,66.220.3.146,42.90.59.22,TCP,17997,32152,2226,43,1,907,87,BENIGN
2025-05-07 21:39:31,149.40.115.204,216.22.214.246,ICMP,31996,60323,5107,94,12,150,1129,BENIGN
2025-05-07 21:39:32,227.238.125.74,11.131.177.222,TCP,10998,41607,1341,37,1,314,497,BENIGN
2025-05-07 21:39:33,219.147.159.145,61.141.182.2,TCP,15041,58596,333,44,83,1082,47,BENIGN
2025-05-07 21:39:34,84.146.98.138,84.97.186.70,UDP,14688,39203,3407,45,84,229,522,BENIGN
2025-05-07 21:39:35,241.31.165.112,27.165.126.228,UDP,52554,20776,347,90,3,1008,500,BENIGN
2025-05-07 21:39:36,48.97.3.127,63.83.122.51,TCP,40383,49504,5716,23,8,883,1293,BENIGN
2025-05-07 21:39:37,191.160.27.126,92.95.112.25,UDP,12416,29954,2508,23,18,1459,1406,DDoS
2025-05-07 21:39:38,42.39.165.223,19.72.176.186,UDP,22349,33543,7947,21,17,1275,849,PortScan
2025-05-07 21:39:39,64.221.101.10,190.134.91.166,ICMP,53624,27697,7270,7,75,217,62,BENIGN
2025-05-07 21:39:40,198.245.194.204,98.125.214.107,ICMP,12704,20727,7901,42,29,125,355,BENIGN
2025-05-07 21:39:41,15.2.53.249,50.53.83.56,TCP,14894,29495,3227,45,32,1304,773,BENIGN
2025-05-07 21:39:42,225.58.166.216,166.130.103.202,UDP,3542,2070,8905,71,77,600,1130,BENIGN
2025-05-07 21:39:43,74.85.142.83,205.89.164.223,TCP,56595,31607,2162,92,11,1354,1061,BENIGN
2025-05-07 21:39:44,175.104.231.52,191.189.161.135,ICMP,27180,58700,3235,21,34,1045,653,BENIGN
2025-05-07 21:39:45,96.21.24.41,198.70.53.250,TCP,58514,50619,2455,67,50,227,1218,BENIGN
2025-05-07 21:39:46,115.116.138.170,151.242.99.218,TCP,7039,43241,5383,59,97,847,187,PortScan
2025-05-07 21:39:47,1.9.173.87,71.25.242.194,TCP,31271,10413,7026,89,62,1332,183,BENIGN
2025-05-07 21:39:48,210.117.111.108,228.71.99.106,TCP,58535,63433,257,55,8,444,528,BENIGN
2025-05-07 21:39:49,247.238.151.98,224.108.69.201,ICMP,581,39623,1283,21,94,599,1120,BENIGN
2025-05-07 21:39:50,82.156.103.130,134.3.103.91,UDP,59408,58959,7788,37,81,343,1222,BENIGN
2025-05-07 21:39:51,206.187.113.227,84.92.64.22,ICMP,49234,62387,3556,76,35,1111,662,BENIGN
2025-05-07 21:39:52,36.247.64.16,110.250.109.71,UDP,1352,2774,1121,29,3,56,1301,BENIGN
2025-05-07 21:39:53,156.120.67.168,17.125.9.126,UDP,26882,35771,6780,35,77,342,1457,DoS
2025-05-07 21:39:54,113.108.171.17,219.46.26.250,TCP,558,33710,6662,38,98,345,424,BENIGN
2025-05-07 21:39:55,151.8.130.115,127.64.4.145,ICMP,6043,8274,5209,82,96,242,209,BENIGN
2025-05-07 21:39:56,248.45.224.161,202.77.7.253,TCP,37438,7157,2647,37,51,593,192,BENIGN
2025-05-07 21:39:57,33.23.71.34,21.66.76.151,TCP,29044,36080,8235,68,84,991,1033,BENIGN
2025-05-07 21:39:58,225.130.131.121,255.133.18.144,TCP,32698,11185,3453,48,26,583,1183,PortScan
2025-05-07 21:39:59,176.74.160.180,16.205.174.191,UDP,48825,32442,1584,24,2,1487,1239,BruteForce
2025-05-07 21:40:00,210.112.96.137,166.119.101.145,TCP,22704,19463,2870,8,94,309,431,BENIGN
2025-05-07 21:40:01,171.191.33.227,73.182.85.9,ICMP,47775,26109,2400,13,72,713,759,PortScan
2025-05-07 21:40:02,243.64.222.7,107.167.186.245,TCP,5699,13898,7755,27,57,428,1309,BENIGN
2025-05-07 21:40:03,96.236.106.226,180.54.33.220,UDP,27204,65236,131,19,27,493,1263,DDoS
2025-05-07 21:40:04,138.60.33.252,232.59.248.78,TCP,5650,35152,952,90,50,779,1359,BENIGN
2025-05-07 21:40:05,185.182.31.235,204.29.226.152,ICMP,54379,22073,1380,23,24,452,652,BENIGN
2025-05-07 21:40:06,225.84.23.108,141.79.32.102,TCP,61670,30579,9609,46,69,977,337,BENIGN
2025-05-07 21:40:07,170.160.46.130,227.241.145.167,TCP,42666,30957,5347,42,97,645,93,BENIGN
2025-05-07 21:40:08,135.190.177.109,206.197.26.64,UDP,43650,57871,7264,77,92,1162,843,BENIGN
2025-05-07 21:40:09,104.231.198.221,201.238.49.22,ICMP,30920,40663,1172,75,81,638,388,DDoS
2025-05-07 21:40:10,20.12.48.50,202.117.170.174,ICMP,41521,28691,820,44,35,1125,895,BENIGN
2025-05-07 21:40:11,41.61.92.220,37.224.197.112,ICMP,19103,53916,3018,73,78,1189,1306,BENIGN
2025-05-07 21:40:12,91.27.4.200,73.186.65.227,UDP,64504,61037,4921,88,44,989,75,BENIGN
2025-05-07 21:40:13,189.247.101.125,148.196.212.201,TCP,22417,42184,9925,14,78,881,1126,BENIGN
2025-05-07 21:40:14,104.149.43.154,147.49.115.229,ICMP,11063,6981,267,92,36,1415,644,BENIGN
2025-05-07 21:40:15,115.26.217.9,220.10.22.1,UDP,52142,46279,6953,43,95,779,163,BENIGN
2025-05-07 21:40:16,151.226.133.97,61.124.235.26,TCP,60845,21225,6059,96,65,637,419,BENIGN
2025-05-07 21:40:17,179.24.150.9,158.214.9.235,ICMP,37243,10177,7364,85,25,1362,1194,BENIGN
2025-05-07 21:40:18,83.82.39.237,67.214.125.167,TCP,58067,39892,9139,42,14,770,849,BENIGN
2025-05-07 21:40:19,200.228.141.52,26.42.225.78,ICMP,49203,42646,131,34,26,810,537,BENIGN
2025-05-07 21:40:20,149.250.243.232,107.154.58.11,TCP,39615,21538,1762,56,3,1059,1377,BENIGN
2025-05-07 21:40:21,1.145.181.180,75.249.141.154,UDP,35484,13824,3159,68,51,162,163,BENIGN
2025-05-07 21:40:22,2.86.33.84,30.184.172.254,TCP,6899,16032,6843,23,20,196,247,BENIGN
2025-05-07 21:40:23,200.91.3.125,222.36.223.3,ICMP,14182,58351,3724,66,97,522,1216,BENIGN
2025-05-07 21:40:24,202.129.196.187,211.210.97.62,ICMP,40527,8662,4793,22,34,1499,1138,BENIGN
2025-05-07 21:40:25,17.250.189.22,199.225.170.39,TCP,58192,32862,8352,95,40,615,384,BENIGN
2025-05-07 21:40:26,77.172.54.126,165.178.104.67,TCP,63470,33246,9422,73,41,1289,1439,BENIGN
2025-05-07 21:40:27,33.151.110.41,188.28.216.111,UDP,38986,669,4881,31,53,462,678,BENIGN
2025-05-07 21:40:28,253.225.175.28,72.145.87.66,UDP,62380,47006,6238,29,88,519,1194,BENIGN
2025-05-07 21:40:29,15.62.157.248,184.190.54.183,TCP,36756,19888,1719,26,83,710,829,DoS
2025-05-07 21:40:30,125.142.205.243,78.40.4.28,UDP,8771,32906,8461,25,8,1402,910,BENIGN
2025-05-07 21:40:31,193.129.172.34,177.203.172.23,TCP,28135,33655,1424,7,63,610,1312,BENIGN
2025-05-07 21:40:32,149.75.92.209,37.228.156.18,ICMP,64205,33232,1879,63,9,385,597,BENIGN
2025-05-07 21:40:33,61.104.114.211,166.143.254.43,UDP,24598,50844,9935,47,18,559,1170,BENIGN
2025-05-07 21:40:34,56.101.154.6,209.140.81.50,UDP,4360,44804,2323,44,93,1018,517,BENIGN
2025-05-07 21:40:35,183.114.249.133,135.216.216.248,TCP,395,30253,4897,18,36,781,1066,BENIGN
2025-05-07 21:40:36,142.79.222.102,72.174.186.107,ICMP,5698,50506,8598,81,16,1308,600,BENIGN
2025-05-07 21:40:37,52.98.25.173,229.186.244.42,TCP,35083,55625,3784,27,91,1392,1041,BENIGN
2025-05-07 21:40:38,186.120.51.130,160.49.241.25,UDP,35602,4000,8902,97,66,435,237,BENIGN
2025-05-07 21:40:39,144.203.142.221,235.247.107.88,ICMP,30111,2166,6504,67,29,935,1236,DoS
2025-05-07 21:40:40,69.191.92.214,207.163.94.56,ICMP,16315,58841,6909,20,43,1116,725,BENIGN
2025-05-07 21:40:41,19.176.147.187,54.4.75.165,TCP,31210,16600,925,34,2,696,1127,BENIGN
2025-05-07 21:40:42,240.184.116.46,250.193.36.214,TCP,27836,7823,5367,16,58,161,870,BENIGN
2025-05-07 21:40:43,77.143.51.78,121.85.84.84,ICMP,34368,38827,7581,58,83,876,1360,BENIGN
2025-05-07 21:40:44,242.139.247.93,120.25.193.27,TCP,48632,14785,4551,89,19,1007,1159,DDoS
2025-05-07 21:40:45,154.233.121.188,117.2.123.231,ICMP,11817,61802,5549,66,47,74,604,BENIGN
2025-05-07 21:40:46,247.249.57.184,246.109.155.241,ICMP,33834,53994,911,76,26,730,491,BENIGN
2025-05-07 21:40:47,220.2.206.60,173.230.80.67,TCP,15417,23306,6109,10,96,1254,932,DoS
2025-05-07 21:40:48,8.204.175.20,132.10.93.21,ICMP,7985,21235,6560,45,44,634,333,BENIGN
2025-05-07 21:40:49,46.161.194.182,172.33.57.25,ICMP,46310,30820,5468,81,71,66,365,BruteForce
2025-05-07 21:40:50,89.244.144.185,213.228.121.174,TCP,18244,31376,8672,26,64,290,1419,DDoS
2025-05-07 21:40:51,150.116.210.221,250.4.44.28,TCP,3042,29350,9549,5,8,1491,178,BENIGN
2025-05-07 21:40:52,237.55.194.146,150.229.228.42,UDP,37220,35428,8563,39,61,546,1362,BENIGN
2025-05-07 21:40:53,215.189.75.250,16.133.227.197,ICMP,822,38245,4332,44,99,1184,983,BruteForce
2025-05-07 21:40:54,134.101.145.139,134.131.30.133,TCP,59615,745,7587,90,19,47,613,BENIGN
2025-05-07 21:40:55,179.124.255.15,219.126.140.210,UDP,35409,50915,2550,68,8,364,1280,BENIGN
2025-05-07 21:40:56,93.70.18.172,81.171.20.127,TCP,2082,302,8109,16,91,261,1449,BENIGN
2025-05-07 21:40:57,227.158.169.78,16.140.134.125,ICMP,20337,59800,2604,74,59,807,134,BENIGN
2025-05-07 21:40:58,83.158.9.113,161.45.171.142,ICMP,48212,35948,3618,23,8,854,684,DDoS
2025-05-07 21:40:59,215.157.126.232,142.84.247.58,UDP,15507,38531,1101,46,23,1032,1402,BENIGN
2025-05-07 21:41:00,118.146.240.10,28.7.191.86,UDP,25374,43181,9113,78,51,1193,1024,DDoS
2025-05-07 21:41:01,105.146.42.166,11.30.191.229,TCP,47024,64205,8927,53,51,1036,101,BENIGN
2025-05-07 21:41:02,96.113.222.115,27.194.200.138,ICMP,64516,45717,8704,82,32,135,1046,BruteForce
2025-05-07 21:41:03,149.89.52.198,242.215.205.82,ICMP,35687,13943,2752,25,19,63,88,BENIGN
2025-05-07 21:41:04,47.49.70.78,226.189.164.102,ICMP,65441,57248,7701,78,74,1183,910,DoS
2025-05-07 21:41:05,58.116.116.70,108.33.155.121,ICMP,2450,50518,9308,99,12,267,957,BENIGN
