src_ip,dst_ip,protocol,packet_size,label,is_anomaly
109.208.202.73,198.241.30.3,1,608,BENIGN,0
254.212.30.2,98.20.60.3,6,440,BENIGN,0
68.2.55.21,47.98.196.200,17,114,BENIGN,0
15.61.174.102,173.215.192.29,17,871,BENIGN,0
210.121.163.147,104.164.87.189,1,1041,BENIGN,0
97.74.193.60,116.131.35.248,1,1402,BENIGN,0
138.120.184.6,61.76.107.88,6,1396,PortScan,1
97.223.209.195,160.0.237.165,17,905,DDoS,1
91.132.54.68,210.112.32.50,1,152,BENIGN,0
82.65.225.184,122.57.100.3,1,673,DoS,1
230.141.212.251,236.171.129.14,17,715,BENIGN,0
136.140.225.232,223.63.37.226,17,1500,BENIGN,0
80.74.242.232,146.224.230.164,17,1053,PortScan,1
113.128.124.218,202.183.156.233,17,311,BENIGN,0
12.248.173.144,68.244.200.187,17,668,BENIGN,0
213.125.199.16,44.56.96.246,17,274,BENIGN,0
67.156.54.154,55.53.86.14,17,477,DoS,1
14.133.254.215,104.248.121.118,1,525,BENIGN,0
139.187.73.145,249.231.26.199,17,1345,BENIGN,0
143.122.252.180,238.208.152.235,17,1239,BENIGN,0
120.28.255.37,24.138.135.33,17,1477,BENIGN,0
83.198.225.212,133.20.249.140,17,493,PortScan,1
66.163.164.27,142.217.252.193,1,1164,BENIGN,0
193.250.119.40,197.64.168.182,6,496,BENIGN,0
163.65.123.31,52.101.253.199,6,663,BENIGN,0
13.110.117.30,227.92.132.24,17,1065,PortScan,1
185.165.135.72,36.35.199.33,6,700,PortScan,1
94.73.166.199,40.224.62.37,17,187,BENIGN,0
114.115.118.40,61.223.51.133,17,994,DoS,1
100.76.39.46,49.227.213.95,1,113,BENIGN,0
186.198.221.24,153.92.164.118,1,1234,BENIGN,0
52.231.185.70,62.46.202.79,17,677,BENIGN,0
180.225.59.100,165.164.32.34,1,1394,DoS,1
61.221.19.36,193.34.152.120,6,133,BENIGN,0
249.48.142.102,33.188.105.35,1,630,DDoS,1
40.252.164.155,213.23.177.148,17,824,BENIGN,0
61.104.114.211,166.143.254.43,17,559,BENIGN,0
53.120.221.23,176.130.35.160,1,980,BENIGN,0
112.182.229.68,51.21.246.84,17,211,BENIGN,0
122.235.79.51,96.137.222.2,1,402,BENIGN,0
82.220.213.220,123.25.251.103,1,1322,DoS,1
113.205.150.43,52.144.138.108,17,1219,BENIGN,0
17.141.17.43,47.90.55.25,6,538,BENIGN,0
205.152.17.207,171.6.234.226,1,893,BruteForce,1
96.74.236.224,172.173.220.234,1,77,BENIGN,0
63.26.161.182,4.80.7.82,1,1444,BENIGN,0
142.248.76.155,117.18.107.1,1,389,BruteForce,1
156.127.96.209,60.227.118.129,6,499,BENIGN,0
247.9.35.253,154.198.151.134,1,293,BENIGN,0
195.142.147.145,74.138.89.213,6,955,BENIGN,0
88.54.191.154,169.31.90.178,1,1184,DoS,1
87.165.73.115,237.224.226.254,17,749,DDoS,1
157.127.67.162,127.106.188.109,6,1346,BENIGN,0
97.52.170.211,202.217.26.95,1,389,DDoS,1
117.80.22.87,46.164.62.112,17,1235,BENIGN,0
232.88.25.253,106.31.90.222,17,789,BENIGN,0
70.182.102.20,152.233.81.251,6,646,BENIGN,0
3.161.149.128,125.62.170.139,6,667,BENIGN,0
135.180.202.222,64.176.183.227,1,285,DDoS,1
10.116.200.228,49.149.193.60,1,477,DDoS,1
107.74.3.51,222.179.217.121,17,155,BENIGN,0
56.22.155.158,26.181.235.65,1,593,BENIGN,0
248.121.194.168,213.212.177.60,1,1195,BENIGN,0
6.194.18.89,34.64.198.36,6,1151,BENIGN,0
106.79.124.194,61.218.73.57,17,1300,BENIGN,0
19.163.111.200,85.53.241.46,17,1194,BruteForce,1
61.136.150.140,157.75.18.214,6,813,BENIGN,0
194.69.191.247,72.36.108.21,1,1269,BENIGN,0
79.113.55.97,235.196.200.240,1,906,BENIGN,0
77.134.188.227,213.23.178.159,1,812,BENIGN,0
102.118.152.121,136.243.20.123,17,99,BENIGN,0
231.248.59.51,220.46.35.240,6,157,BENIGN,0
156.216.77.237,12.219.138.86,6,991,BENIGN,0
46.248.127.246,247.67.229.80,1,420,BENIGN,0
76.138.192.93,201.103.165.180,17,1259,BENIGN,0
178.17.52.138,21.50.41.24,6,270,BENIGN,0
68.18.134.232,160.61.93.144,6,1487,BENIGN,0
20.13.44.133,59.150.153.100,1,78,BruteForce,1
129.106.58.36,80.56.151.25,1,805,BENIGN,0
91.189.35.213,48.39.186.159,6,937,BENIGN,0
222.17.155.85,29.7.15.209,17,577,BruteForce,1
188.160.217.93,155.55.146.133,17,873,BENIGN,0
39.57.142.203,82.85.12.61,6,993,BENIGN,0
28.146.15.87,150.0.21.213,6,882,BruteForce,1
25.129.245.116,62.101.204.124,17,376,BENIGN,0
12.255.8.234,185.217.221.183,1,1240,BENIGN,0
140.64.176.215,14.156.136.35,17,992,BENIGN,0
160.151.179.238,27.153.191.98,1,194,BENIGN,0
209.16.111.46,31.218.62.68,6,163,BENIGN,0
109.39.56.112,102.197.97.85,6,1123,BENIGN,0
149.214.217.81,94.13.254.250,17,426,BENIGN,0
2.201.156.255,11.236.66.65,1,1143,BENIGN,0
142.242.97.192,37.234.105.20,17,1065,BENIGN,0
32.38.187.140,149.0.25.91,6,1438,BENIGN,0
89.54.154.141,107.204.90.188,1,1149,BENIGN,0
54.168.154.40,155.105.163.40,1,1251,BENIGN,0
179.70.186.109,161.151.7.248,1,341,BENIGN,0
173.104.194.118,129.165.206.73,1,438,BruteForce,1
211.244.67.90,22.158.237.212,1,163,BENIGN,0
178.98.154.180,184.11.149.79,1,1183,BENIGN,0
55.33.161.107,79.153.110.247,1,339,BENIGN,0
99.186.170.14,118.70.62.169,1,1279,BENIGN,0
158.60.97.122,23.169.29.87,6,1334,BENIGN,0
160.207.103.165,215.244.91.102,1,706,DoS,1
150.75.17.178,31.213.0.92,6,566,BENIGN,0
97.221.203.179,108.117.20.60,6,776,BENIGN,0
233.131.8.77,169.39.69.40,17,573,BENIGN,0
209.168.2.91,195.31.55.122,6,233,BENIGN,0
244.171.208.140,129.37.160.167,17,702,BENIGN,0
192.47.47.44,100.141.74.219,17,215,BENIGN,0
251.10.40.16,44.97.111.170,17,1344,BENIGN,0
115.10.73.6,59.252.200.120,6,836,BENIGN,0
28.14.61.185,15.72.171.1,17,864,BENIGN,0
59.186.71.98,197.243.192.43,1,463,BENIGN,0
143.192.252.55,8.13.165.125,1,1028,BENIGN,0
192.137.20.19,173.91.25.211,6,1085,BENIGN,0
164.20.23.142,249.197.199.250,6,1278,BENIGN,0
192.3.141.47,163.237.162.191,1,753,BENIGN,0
150.116.210.221,250.4.44.28,6,1491,BENIGN,0
71.109.142.1,133.245.19.191,17,852,BENIGN,0
209.62.208.246,55.202.49.77,6,1037,BENIGN,0
171.179.125.201,120.205.90.211,6,1094,BruteForce,1
253.238.68.60,79.217.14.75,17,1118,BENIGN,0
191.232.224.236,42.144.170.159,17,577,BruteForce,1
202.126.166.27,246.72.228.137,17,185,BENIGN,0
158.188.84.250,234.38.235.179,1,228,BENIGN,0
175.176.1.47,232.54.222.72,17,1199,BENIGN,0
133.177.177.221,50.59.203.17,6,217,BENIGN,0
68.23.170.19,11.63.165.100,17,201,BENIGN,0
109.134.136.62,243.65.138.84,17,401,BENIGN,0
110.163.147.9,186.184.206.61,6,596,BENIGN,0
238.56.111.223,145.46.178.41,6,1352,BENIGN,0
127.42.192.15,63.202.111.91,6,283,BENIGN,0
130.163.109.11,136.143.201.174,6,497,BENIGN,0
150.76.94.186,149.105.100.55,17,424,BENIGN,0
20.77.193.182,96.2.19.195,6,517,BENIGN,0
81.163.188.242,119.75.161.69,1,978,BENIGN,0
148.163.108.31,93.136.146.231,17,352,DDoS,1
210.67.112.32,210.37.116.99,6,1322,BENIGN,0
37.23.240.88,148.248.81.238,6,163,PortScan,1
37.200.163.51,146.35.4.29,1,258,BENIGN,0
122.81.242.160,102.85.53.33,6,1454,BruteForce,1
49.86.184.134,175.90.123.56,6,1223,BENIGN,0
226.217.68.218,225.123.81.197,17,1006,PortScan,1
72.150.119.19,112.220.28.108,1,1120,BENIGN,0
235.221.8.218,8.31.111.33,1,628,DDoS,1
202.123.221.239,218.188.170.167,17,1293,BENIGN,0
61.64.18.59,240.45.132.170,1,1030,BENIGN,0
90.224.251.132,18.183.76.11,17,136,BENIGN,0
91.10.190.107,90.247.71.112,6,994,BENIGN,0
29.235.67.129,133.77.87.182,1,425,BENIGN,0
176.254.107.150,219.230.64.28,1,754,BENIGN,0
165.155.90.140,93.77.4.14,17,918,DDoS,1
73.8.6.240,65.193.75.190,1,278,BENIGN,0
238.49.95.2,162.158.138.22,6,1073,BENIGN,0
247.56.161.107,248.90.147.238,6,1362,DDoS,1
2.148.122.185,203.139.195.191,17,188,BENIGN,0
184.88.240.45,77.153.245.104,6,763,BENIGN,0
29.213.235.60,12.81.33.15,1,635,BENIGN,0
170.220.76.88,179.160.121.230,6,756,BENIGN,0
184.153.127.187,155.195.178.204,17,1171,BruteForce,1
155.88.163.226,179.4.40.86,1,593,DDoS,1
105.182.229.22,2.184.229.167,6,1017,BENIGN,0
234.118.254.73,45.210.21.214,17,1241,BENIGN,0
102.3.173.95,167.92.175.142,17,121,BENIGN,0
84.216.97.10,219.195.180.243,1,1265,BENIGN,0
12.49.202.37,108.38.151.182,1,1059,PortScan,1
171.85.75.71,236.145.34.178,1,1467,BENIGN,0
82.117.158.183,242.163.28.52,6,1198,BENIGN,0
37.213.249.35,63.184.49.25,6,835,BENIGN,0
240.116.242.197,79.19.121.217,17,538,BENIGN,0
38.77.241.99,142.207.32.125,1,620,BENIGN,0
28.172.87.197,103.6.39.61,1,1339,BruteForce,1
6.163.106.70,56.179.158.123,17,340,BENIGN,0
189.248.205.210,124.11.173.176,6,835,BENIGN,0
63.55.58.236,3.9.141.175,6,1414,BENIGN,0
59.151.233.191,147.248.176.56,17,1340,DDoS,1
187.32.225.5,228.108.153.255,6,1428,BENIGN,0
239.232.21.95,105.57.200.190,6,1253,BENIGN,0
145.126.229.167,245.82.112.180,17,715,BENIGN,0
51.99.40.67,125.39.88.195,1,877,BENIGN,0
120.80.113.255,229.209.126.215,6,1011,BENIGN,0
2.120.20.198,121.40.230.110,1,1330,BENIGN,0
207.36.216.222,21.46.167.79,1,881,BENIGN,0
64.141.71.131,15.108.201.208,1,1033,BENIGN,0
99.114.63.48,73.197.38.170,1,786,BENIGN,0
213.48.65.69,217.14.10.67,1,549,BENIGN,0
226.188.230.121,66.47.216.34,6,297,BENIGN,0
131.139.23.174,92.26.238.149,1,683,PortScan,1
101.249.241.1,176.135.61.222,1,1105,BENIGN,0
102.28.80.148,229.22.219.36,1,668,BENIGN,0
172.37.133.16,238.211.226.96,6,559,DoS,1
41.58.162.90,17.174.65.8,1,336,BENIGN,0
100.106.184.103,62.97.72.159,6,520,DDoS,1
29.50.103.151,162.175.218.88,1,687,BENIGN,0
103.67.42.98,50.15.100.23,1,621,BENIGN,0
90.203.196.17,28.186.84.4,6,161,BENIGN,0
70.231.18.75,128.185.154.73,1,614,BENIGN,0
230.181.180.39,181.145.183.233,17,1455,BENIGN,0
198.47.52.83,231.78.108.150,1,1025,BENIGN,0
226.189.179.62,151.135.72.229,17,1166,BENIGN,0
147.107.23.53,109.231.54.236,1,692,BENIGN,0
129.173.242.31,245.58.80.85,17,620,BENIGN,0
139.52.227.88,250.43.41.137,1,1174,DoS,1
223.160.113.184,14.186.240.163,17,1068,BENIGN,0
94.34.79.28,101.95.29.89,17,1017,BENIGN,0
66.91.91.165,94.228.159.94,17,418,BruteForce,1
115.191.95.251,228.155.197.212,6,500,BENIGN,0
139.93.47.203,23.170.98.222,17,1441,BENIGN,0
46.124.79.241,31.12.103.92,17,1372,DoS,1
127.144.57.212,108.44.91.83,6,1102,DDoS,1
98.221.212.167,183.164.21.175,6,72,BENIGN,0
184.231.244.237,33.21.42.90,1,1378,BENIGN,0
137.64.216.110,208.56.91.48,17,1321,BENIGN,0
229.37.34.150,179.114.40.210,17,1137,BENIGN,0
67.217.226.195,79.38.173.86,6,931,BENIGN,0
124.12.44.225,177.139.68.229,6,975,BENIGN,0
187.106.159.19,180.1.178.153,6,994,BENIGN,0
83.33.33.208,148.169.195.158,17,295,BENIGN,0
218.3.229.236,66.137.131.246,17,1363,BENIGN,0
80.105.98.227,71.137.64.22,1,1411,BENIGN,0
2.214.6.198,172.92.90.223,6,68,BENIGN,0
146.205.130.180,5.234.200.74,1,1289,BENIGN,0
115.171.83.125,191.45.196.187,6,1109,BENIGN,0
108.119.101.154,248.54.227.18,1,650,BENIGN,0
238.43.179.73,97.57.232.99,17,890,BENIGN,0
199.80.33.4,117.3.38.91,17,501,BENIGN,0
4.117.156.175,12.96.122.99,1,1216,BENIGN,0
1.172.1.46,53.124.144.121,1,299,PortScan,1
70.31.52.61,196.79.228.47,6,1119,BENIGN,0
17.178.33.187,156.113.172.154,17,1357,BENIGN,0
15.212.59.5,151.227.129.21,6,562,BENIGN,0
12.58.131.73,245.208.56.222,17,976,BENIGN,0
37.102.56.156,168.27.227.138,17,1084,BruteForce,1
152.15.184.149,142.237.248.4,17,379,PortScan,1
20.25.127.199,98.206.39.98,6,1110,BENIGN,0
134.196.34.35,68.139.58.27,6,780,BENIGN,0
19.77.61.4,226.75.147.73,17,176,BENIGN,0
71.222.229.221,194.235.121.202,6,727,BruteForce,1
144.10.82.36,180.152.241.133,17,1028,BENIGN,0
122.58.38.87,81.127.33.57,6,867,BENIGN,0
39.229.125.111,5.243.229.48,17,824,DoS,1
182.84.231.104,13.219.152.34,17,411,BENIGN,0
100.123.127.246,97.226.38.99,6,395,BENIGN,0
18.146.159.123,24.172.144.32,6,929,DDoS,1
62.113.26.159,154.22.55.151,17,562,BENIGN,0
156.93.138.91,11.150.15.134,6,131,BENIGN,0
137.109.233.119,8.188.190.76,1,241,PortScan,1
244.151.106.236,175.74.15.157,6,1438,BENIGN,0
42.151.37.64,194.157.93.54,17,324,BENIGN,0
190.31.46.17,69.33.169.228,1,1110,BENIGN,0
146.252.175.50,140.33.243.233,17,1474,BENIGN,0
73.227.46.253,240.118.7.178,6,818,BENIGN,0
163.158.191.149,158.112.185.145,17,919,BENIGN,0
52.221.105.239,243.132.44.93,1,463,BENIGN,0
18.24.201.79,113.245.248.30,1,251,BENIGN,0
176.158.204.59,85.54.209.15,17,754,DoS,1
159.122.107.109,250.81.22.48,1,924,BENIGN,0
27.84.146.135,58.31.56.54,6,41,PortScan,1
220.156.89.190,185.169.76.133,17,853,BENIGN,0
189.239.150.236,61.229.173.190,1,1153,BENIGN,0
207.88.171.193,203.83.68.179,17,1431,DDoS,1
197.210.188.198,3.206.109.37,1,1332,BENIGN,0
160.174.112.186,92.144.192.25,17,603,BENIGN,0
113.78.238.116,53.63.248.154,1,986,BENIGN,0
40.212.91.189,118.19.153.237,17,1427,BENIGN,0
120.119.215.224,129.175.18.129,6,55,BENIGN,0
45.12.227.187,236.84.15.124,17,646,BruteForce,1
121.49.150.251,234.9.108.200,1,1139,BruteForce,1
219.146.153.148,170.52.43.188,6,1039,BENIGN,0
159.159.4.114,4.182.239.41,6,870,BENIGN,0
166.131.181.252,239.45.106.110,6,294,DoS,1
62.235.196.70,237.93.18.197,17,753,BruteForce,1
172.67.163.29,65.163.13.59,17,1114,BENIGN,0
15.0.77.143,223.52.39.95,1,573,BENIGN,0
109.236.119.251,97.103.190.227,6,555,BENIGN,0
51.25.75.116,6.55.59.227,17,1131,BENIGN,0
41.201.74.182,234.71.221.241,17,483,BENIGN,0
177.43.68.4,246.172.244.182,1,1481,BENIGN,0
38.38.189.126,35.13.59.43,6,749,BENIGN,0
222.180.236.31,96.203.117.9,17,1491,BENIGN,0
104.122.113.14,187.229.127.238,1,1483,BENIGN,0
28.130.30.112,97.254.1.202,6,1167,BENIGN,0
175.194.252.72,139.212.90.66,1,347,BENIGN,0
84.110.246.6,15.96.112.255,17,1489,BENIGN,0
164.163.234.101,27.208.245.174,6,1449,BENIGN,0
183.13.243.204,143.49.130.126,1,690,BENIGN,0
200.124.29.83,132.247.42.99,6,1500,BENIGN,0
106.17.130.236,39.192.152.250,1,379,BENIGN,0
33.2.33.222,84.232.81.136,6,590,BENIGN,0
2.223.81.98,246.200.75.60,17,587,BENIGN,0
243.249.236.43,166.99.166.61,6,153,DDoS,1
234.196.125.43,22.11.192.226,17,711,DoS,1
191.38.81.189,194.11.210.41,1,1347,BENIGN,0
136.169.250.88,171.197.237.133,6,1455,BENIGN,0
83.76.204.241,26.133.205.244,17,854,PortScan,1
114.110.217.62,254.123.90.215,1,1402,BENIGN,0
105.75.3.195,82.58.215.121,6,693,DDoS,1
12.106.73.95,16.93.76.127,1,1177,BENIGN,0
156.173.205.167,15.239.211.18,1,457,BENIGN,0
85.249.13.173,245.240.128.114,17,304,BENIGN,0
203.60.231.222,214.204.197.92,6,168,BENIGN,0
176.223.63.109,39.204.230.84,17,1115,BENIGN,0
68.34.17.18,123.97.219.138,17,405,BENIGN,0
96.21.24.41,198.70.53.250,6,227,BENIGN,0
193.207.67.12,216.161.132.225,6,450,BENIGN,0
163.110.204.63,177.32.172.17,6,334,BENIGN,0
202.204.159.254,178.81.225.16,17,505,PortScan,1
5.23.43.133,149.10.242.108,6,1063,BENIGN,0
20.82.150.190,78.181.252.125,17,1464,BENIGN,0
79.55.236.160,167.162.35.170,1,492,BENIGN,0
224.74.145.131,99.3.101.43,6,841,DDoS,1
81.115.203.90,58.223.218.173,6,1014,BENIGN,0
76.188.34.81,48.204.123.219,17,519,BENIGN,0
9.12.161.69,196.235.141.52,6,896,BENIGN,0
42.153.104.237,96.12.124.43,17,1096,BENIGN,0
204.92.212.135,104.54.236.61,17,533,BENIGN,0
5.181.138.91,148.239.240.15,17,244,BENIGN,0
33.104.36.51,75.177.91.12,17,1104,BENIGN,0
164.136.202.241,104.228.46.199,17,1301,BENIGN,0
24.233.181.105,226.161.178.107,1,1309,BENIGN,0
198.64.239.100,103.175.156.40,17,1462,BENIGN,0
65.189.68.86,40.92.144.4,17,1068,BENIGN,0
160.25.45.174,219.197.192.95,6,1171,BENIGN,0
122.55.98.2,240.138.92.187,1,912,BENIGN,0
235.38.101.142,7.253.189.36,17,1306,PortScan,1
68.28.249.58,165.161.231.182,6,1108,BENIGN,0
138.243.231.148,7.105.35.230,6,975,BENIGN,0
218.153.89.94,131.218.225.164,17,47,BENIGN,0
220.3.181.18,98.122.238.66,17,868,BENIGN,0
243.222.126.92,241.125.124.156,17,846,BENIGN,0
254.68.113.106,119.5.137.206,6,1004,BENIGN,0
181.11.191.47,236.101.145.9,17,844,BENIGN,0
225.105.219.100,235.1.116.30,6,1488,BENIGN,0
206.124.65.128,205.239.75.242,1,149,BENIGN,0
241.3.32.240,246.36.232.74,17,707,PortScan,1
31.58.133.183,200.197.161.84,6,953,BENIGN,0
21.110.183.83,166.1.130.156,17,1174,BENIGN,0
75.204.151.87,66.143.129.174,17,959,DoS,1
55.251.223.222,78.196.24.112,6,482,BENIGN,0
132.115.218.164,180.121.222.227,1,1345,BENIGN,0
216.163.10.56,133.198.200.225,17,494,BENIGN,0
157.167.135.93,77.252.242.98,17,924,BENIGN,0
219.218.223.149,39.241.246.143,6,1194,BENIGN,0
186.7.17.238,26.109.217.40,1,862,BENIGN,0
197.6.202.206,91.70.49.178,6,365,BENIGN,0
8.244.154.165,129.75.186.149,1,908,DoS,1
70.150.86.48,224.183.168.208,17,1399,BENIGN,0
176.242.133.28,131.220.161.145,1,535,BENIGN,0
100.147.222.101,175.241.138.82,17,1103,DDoS,1
219.112.192.67,230.218.120.151,1,1054,BENIGN,0
24.90.158.90,55.169.74.193,1,580,BENIGN,0
51.188.220.113,195.203.37.253,17,529,BENIGN,0
174.202.15.191,112.165.186.16,1,809,BENIGN,0
200.142.19.117,234.187.229.199,1,119,BENIGN,0
38.68.63.153,178.244.199.255,1,539,BENIGN,0
14.52.198.203,183.169.58.138,17,625,BENIGN,0
136.112.158.185,39.31.230.79,1,429,BENIGN,0
231.233.99.18,14.197.36.178,6,757,DoS,1
94.70.181.29,252.31.104.74,1,104,BENIGN,0
181.51.117.96,79.118.249.98,17,499,BENIGN,0
38.242.187.206,62.2.226.57,1,380,BENIGN,0
100.149.53.189,110.101.170.139,6,882,BENIGN,0
155.207.211.102,122.84.61.238,17,431,PortScan,1
117.226.234.245,234.161.59.229,1,934,BENIGN,0
45.46.119.99,116.87.3.53,6,517,BENIGN,0
251.128.208.30,37.48.22.112,1,776,BENIGN,0
16.199.179.212,245.24.177.17,17,578,DoS,1
216.172.160.99,136.209.251.113,17,1342,BENIGN,0
121.202.5.153,49.180.227.236,6,301,BENIGN,0
102.26.227.217,200.144.201.173,17,688,BENIGN,0
63.87.197.28,147.91.177.27,17,1213,BENIGN,0
141.210.48.70,200.4.119.81,1,991,BENIGN,0
58.187.82.55,102.235.142.71,6,133,BENIGN,0
54.55.157.114,69.195.120.193,17,835,BENIGN,0
50.210.195.159,216.115.173.230,1,431,BENIGN,0
120.109.160.44,102.140.50.60,17,869,BENIGN,0
62.23.201.65,73.21.23.236,6,682,BENIGN,0
239.137.246.157,1.0.89.92,6,106,BENIGN,0
191.181.33.47,49.31.201.52,17,541,BENIGN,0
91.97.39.126,199.153.59.113,6,923,BENIGN,0
115.29.186.105,193.245.6.67,6,440,DDoS,1
108.235.239.19,154.62.3.145,6,1284,BruteForce,1
121.194.146.231,40.137.169.48,17,1327,BENIGN,0
73.230.141.138,7.245.161.125,1,500,BENIGN,0
229.157.88.221,185.169.14.209,17,303,BENIGN,0
101.214.143.183,90.218.40.52,6,1248,BENIGN,0
158.107.155.168,91.79.126.84,17,891,BruteForce,1
35.70.76.156,51.245.235.59,1,107,BENIGN,0
6.91.217.142,50.80.86.203,1,1194,BENIGN,0
63.131.205.58,75.247.164.13,1,359,BENIGN,0
86.182.149.169,216.139.156.3,6,1405,BENIGN,0
16.61.167.118,65.244.96.67,17,525,BENIGN,0
109.180.192.121,166.148.140.225,17,519,BENIGN,0
164.17.132.245,21.171.156.109,17,1271,BruteForce,1
231.235.222.180,174.174.234.167,1,778,BENIGN,0
80.48.169.64,161.191.205.114,17,1000,BENIGN,0
117.194.218.101,200.247.183.252,1,1367,BENIGN,0
205.19.81.87,147.198.24.218,1,1414,BENIGN,0
226.162.249.247,63.186.156.34,17,1269,BENIGN,0
211.76.33.17,67.111.222.112,1,1321,BENIGN,0
121.53.6.54,188.54.129.91,6,683,BENIGN,0
170.129.163.176,195.90.39.78,1,1049,BENIGN,0
215.77.35.62,224.158.163.123,6,508,BENIGN,0
117.186.63.85,56.127.211.4,17,413,BENIGN,0
215.113.69.48,187.5.78.37,1,443,BENIGN,0
202.238.232.145,41.122.193.68,17,902,DDoS,1
8.254.127.230,103.119.39.154,6,1290,BENIGN,0
117.95.200.78,166.137.186.71,17,109,BENIGN,0
223.175.98.162,72.208.94.31,17,1386,BENIGN,0
175.232.39.178,254.99.222.190,6,1348,DDoS,1
45.239.84.199,42.176.3.70,1,81,BENIGN,0
120.161.122.57,232.68.35.81,1,138,BENIGN,0
140.201.178.84,131.97.12.182,6,454,BENIGN,0
246.235.185.82,242.152.252.26,17,1146,PortScan,1
77.30.175.90,39.160.155.48,6,358,BENIGN,0
255.114.19.54,4.160.195.237,6,1098,BENIGN,0
46.201.228.153,160.12.65.237,1,1111,BENIGN,0
134.250.127.136,154.130.43.168,6,657,BENIGN,0
140.69.176.192,146.64.224.219,17,885,BENIGN,0
144.229.138.122,213.46.184.4,17,878,BENIGN,0
89.2.120.213,7.10.94.45,6,128,BENIGN,0
242.202.55.103,31.36.13.200,17,1353,BENIGN,0
151.56.78.10,31.217.17.100,6,134,BENIGN,0
217.111.163.246,130.102.154.173,6,479,DoS,1
232.155.85.59,216.33.181.236,6,891,BENIGN,0
138.19.182.132,187.37.90.136,6,502,BENIGN,0
124.215.190.138,53.114.216.213,17,242,PortScan,1
197.234.162.86,41.131.85.109,6,1409,BENIGN,0
188.23.135.117,81.232.204.231,1,109,BENIGN,0
50.88.42.108,245.240.86.235,6,1453,BruteForce,1
89.110.59.155,26.44.98.206,6,374,BENIGN,0
65.108.82.234,49.190.97.80,1,1052,BENIGN,0
11.128.135.137,198.109.39.106,1,515,BENIGN,0
114.24.130.194,75.178.222.92,6,310,BENIGN,0
152.21.30.133,192.52.20.244,17,818,BENIGN,0
82.157.128.14,96.90.83.78,1,454,BENIGN,0
239.108.157.149,195.132.243.101,6,463,BENIGN,0
92.83.241.205,59.170.169.120,1,866,BENIGN,0
232.125.38.138,216.193.139.241,1,1147,BENIGN,0
70.190.0.107,46.40.117.82,1,491,BENIGN,0
71.157.226.172,212.236.24.207,17,1153,BENIGN,0
110.46.196.116,200.157.52.175,17,501,BENIGN,0
179.45.30.160,199.210.225.166,17,997,BENIGN,0
33.252.14.223,211.60.246.82,17,1000,BENIGN,0
170.70.48.42,107.66.101.98,6,302,BENIGN,0
59.229.164.158,94.139.174.123,6,1092,BENIGN,0
131.140.49.2,146.39.222.79,6,1119,BENIGN,0
90.55.18.216,65.144.216.211,6,172,BENIGN,0
118.136.76.159,237.111.77.53,17,49,BENIGN,0
136.255.95.216,113.121.22.187,17,1378,PortScan,1
218.105.129.14,171.166.100.31,6,894,BENIGN,0
160.118.178.160,103.152.80.21,1,1078,BENIGN,0
127.139.112.39,255.68.161.177,17,286,DoS,1
178.216.172.153,70.230.19.135,1,735,BENIGN,0
172.246.36.159,244.120.247.243,1,1247,BENIGN,0
151.238.105.173,211.222.142.244,1,193,BENIGN,0
69.167.73.78,51.94.157.34,1,1069,BENIGN,0
173.222.145.211,101.239.156.59,17,326,BENIGN,0
145.170.74.183,223.20.29.238,17,991,BENIGN,0
89.57.84.166,205.217.19.171,1,833,BENIGN,0
136.107.147.31,149.13.142.38,17,233,BENIGN,0
51.127.88.238,210.59.186.224,1,835,BENIGN,0
159.249.77.49,142.31.76.157,1,1263,BENIGN,0
105.90.226.224,149.120.246.189,17,951,BENIGN,0
241.211.105.7,104.156.31.240,6,759,BENIGN,0
219.232.172.28,90.243.31.141,6,253,BENIGN,0
222.26.151.118,171.200.2.184,6,543,BENIGN,0
254.96.53.164,99.26.235.56,1,861,BENIGN,0
170.222.254.30,25.237.204.115,17,831,BENIGN,0
155.223.202.204,33.200.112.163,17,504,BENIGN,0
151.218.34.71,225.76.213.20,6,1063,BENIGN,0
24.73.46.45,215.43.215.140,17,540,BENIGN,0
59.74.23.132,153.154.193.155,6,1079,BENIGN,0
122.210.119.69,255.53.145.109,6,952,BruteForce,1
36.87.183.105,253.31.226.144,6,703,BruteForce,1
224.75.88.104,197.169.26.198,1,694,BENIGN,0
166.85.140.175,86.118.103.204,17,387,BENIGN,0
247.3.213.195,124.55.66.102,6,229,BENIGN,0
248.159.155.84,248.178.44.180,6,1433,BENIGN,0
73.172.62.156,7.11.117.156,6,1441,BENIGN,0
246.3.234.233,114.127.5.143,1,1018,BENIGN,0
178.9.229.177,230.135.103.7,6,1499,BENIGN,0
159.230.220.23,92.220.12.124,6,212,BruteForce,1
126.115.143.155,151.235.220.180,6,289,PortScan,1
78.39.54.109,189.147.206.83,17,239,BENIGN,0
125.116.200.20,210.132.164.218,1,1003,BENIGN,0
88.237.177.127,196.99.13.245,17,688,BENIGN,0
60.29.108.110,28.96.101.232,1,955,BENIGN,0
19.105.49.180,66.13.205.135,6,967,BENIGN,0
137.9.67.161,200.99.188.90,17,258,DoS,1
74.168.184.173,136.234.15.34,6,737,BENIGN,0
204.208.61.181,126.81.206.174,1,444,BENIGN,0
48.237.211.10,90.70.39.196,6,840,BENIGN,0
119.226.69.240,31.126.162.40,17,306,BENIGN,0
